"796";"";"2400";"0";"1";"";"";"Щечная трубка Damon Q";"";"0"
"877";"";"2500";"0";"1";"";"";"Торковая пружина";"";"0"
"163";"";"1500";"0";"1";"";"";"Коллапан 1 упаковка";"";"0"
"524";"";"900";"0";"1";"";"";"Шуруп для фиксации костного бл";"";"0"
"531";"";"1000";"0";"1";"";"";"Кнопка для фиксации мембраны";"";"0"
"575";"";"5500";"0";"1";"";"";"Имплантат ""Имплантиум""";"";"0"
"576";"";"1400";"0";"1";"";"";"Заглушка к имплантату ""Имплант";"";"0"
"578";"";"11000";"0";"1";"";"";"Osteon collagen membrane GCM 15 20";"";"0"
"582";"";"6500";"0";"1";"";"";"Имплантант Суперлайн";"";"0"
"583";"";"1800";"0";"1";"";"";"";"";"0"
"595";"";"8600";"0";"1";"";"";"Твердая мозговая оболочка 4x4";"";"0"
"596";"";"11000";"0";"1";"";"";"Спонгиозная крошка 5 мл";"";"0"
"599";"";"3000";"0";"1";"";"";"Порошок минерализованный спон";"";"0"
"602";"";"1300";"0";"1";"";"";"";"";"0"
"603";"";"4700";"0";"1";"";"";"Порошок минерализированный сп";"";"0"
"605";"";"2600";"0";"1";"";"";"Твердая мозговая оболочка 2х2 с";"";"0"
"680";"";"7200";"0";"1";"";"";"Твердая мозговая оболочка 3*4";"";"0"
"579";"";"630";"0";"1";"";"";"Шприц Opalescence";"";"0"
"501";"";"5500";"0";"1";"";"";"Циркониевый абатмен HiTec";"";"0"
"502";"";"1100";"0";"1";"";"";"Формирователь десны";"";"0"
"508";"";"6500";"0";"1";"";"";"Абатмент керамический ";"";"0"
"509";"";"5500";"0";"1";"";"";"Абатмент HiTec старый";"";"0"
"510";"";"5000";"0";"1";"";"";"Шаровидный абатмент прямой ";"";"0"
"511";"";"4750";"0";"1";"";"";"";"";"0"
"512";"";"2250";"0";"1";"";"";"Матрица";"";"0"
"530";"";"6850";"0";"1";"";"";"Абатмент hi tec новый";"";"0"
"584";"";"5800";"0";"1";"";"";"Абатмент прямой Implantium";"";"0"
"585";"";"8000";"0";"1";"";"";"Абатмент угловой Implantium";"";"0"
"586";"";"12000";"0";"1";"";"";"Шариковый абатмент имплантиум";"";"0"
"587";"";"3800";"0";"1";"";"";"";"";"0"
"600";"";"3300";"0";"1";"";"";"Временный абатмент Имплантиум";"";"0"
"681";"";"3200";"0";"1";"";"";"Индивидуальный цирконевый аба";"";"0"
"682";"";"5500";"0";"1";"";"";"Индивидуальный цирконевый аба";"";"0"
"683";"";"1000";"0";"1";"";"";"Винт для абатмента Implantium";"";"0"
"693";"";"5800";"0";"1";"";"";"Обтачиваемый абатмент";"";"0"
"708";"";"750";"0";"1";"";"";"Кольцо O-ring (bn02)";"";"0"
"737";"";"5800";"0";"1";"";"";"Двойной абатмент Имплантиум";"";"0"
"866";"";"4000";"0";"1";"";"";"Индивидульный титановый абатм";"";"0"
"875";"";"1000";"0";"1";"";"";"";"";"0"
"876";"";"1300";"0";"1";"";"";"HiTech Матрица";"";"0"
"519";"";"750";"0";"1";"";"";"Оттискной материал AA-силикон";"";"0"
"520";"";"100";"0";"1";"";"";"Альгинатный оттискной материа";"";"0"
"521";"";"750";"0";"1";"";"";"Полиэфирный оттискной материа";"";"0"
"687";"";"6200";"0";"1";"";"";"SureOss крошка 0,5 сс";"";"0"
"688";"";"9000";"0";"1";"";"";"SureOss крошка 1сс";"";"0"
"694";"";"9000";"0";"1";"";"";"Имплантат Vector TAS";"";"0"
"879";"";"10000";"0";"1";"";"";"Ортодонтический минивинт  с кр";"";"0"
"880";"";"12000";"0";"1";"";"";"Ортодонтический минивинт  с кр";"";"0"
"522";"";"400";"0";"1";"";"";"Шовный материал Vicryl";"";"0"
"594";"";"200";"0";"1";"";"";"Шовный материал Лактисорб";"";"0"
"696";"";"480";"0";"1";"";"";"Шовный материал Prolene";"";"0"
"698";"";"5700";"0";"1";"";"";"Имплантат Слимлайн";"";"0"
"699";"";"5000";"0";"1";"";"";"Угловой абатмент Слимлайн";"";"0"
"700";"";"300";"0";"1";"";"";"Защитный колпачок Слимлайн";"";"0"
"701";"";"400";"0";"1";"";"";"Заживляющий колпачок Слимлайн";"";"0"
"794";"";"3500";"0";"1";"";"";"Винт ортодонтический дополнит";"";"0"
"874";"";"4000";"0";"1";"";"";"Аквалайзер";"";"0"
"719";"";"68000";"0";"1";"";"";"Предоплата за лечение с примен";"";"0"
"721";"";"23000";"0";"1";"";"";"Предоплата за лечение с примен";"";"0"
"722";"";"38000";"0";"1";"";"";"Предоплата за лечение с примен";"";"0"
"723";"";"53000";"0";"1";"";"";"Предоплата за лечение с примен";"";"0"
"724";"";"98000";"0";"1";"";"";"Предоплата за лечение с примен";"";"0"
"734";"";"83000";"0";"1";"";"";"Предоплата за лечение с примен";"";"0"
"729";"";"3700";"0";"1";"";"";"Абатмент шаровой прямой";"";"0"
"730";"";"2200";"0";"1";"";"";"Металлический колпачок";"";"0"
"731";"";"1700";"0";"1";"";"";"Нейлоновый колпачок";"";"0"
"732";"";"4500";"0";"1";"";"";"Абатмент шаровой угловой";"";"0"
"733";"";"6500";"0";"1";"";"";"Имплантат AlfaBio SPI";"";"0"
"739";"";"2500";"0";"1";"";"";"Пластины микро 12-GM-P02";"";"0"
"741";"";"2500";"0";"1";"";"";"";"";"0"
"745";"";"1000";"0";"1";"";"";"Ёршики Curaprox";"";"0"
"746";"";"1100";"0";"1";"";"";"Суперфлосс Curaprox";"";"0"
"895";"";"5500";"0";"1";"";"";"Фрезерованная коронка Prettau";"";"0"
"912";"";"11000";"0";"1";"";"";"Мембрана creos xenoprotect 15*20";"";"0"
"913";"";"13000";"0";"1";"";"";"Мембрана creos xenoprotect 25*30";"";"0"
"914";"";"19000";"0";"1";"";"";"Мембрана creos xenoprotect 30*40";"";"0"
"343";"";"1570";"0";"1";"";"";"";"";"0"
"344";"";"1570";"0";"1";"";"";"";"";"0"
"345";"";"1470";"0";"1";"";"";"";"";"0"
"346";"";"1470";"0";"1";"";"";"";"";"0"
"347";"";"370";"0";"1";"";"";"Анестезия инъекционная  Scandonest";"";"0"
"348";"";"370";"0";"1";"";"";"Анестезия инъекционная  Ultracain 1";"";"0"
"349";"";"370";"0";"1";"";"";"Анестезия инъекционная  Ultracain 1";"";"0"
"350";"";"370";"0";"1";"";"";"Анестезия инъекционная Septenest 1:";"";"0"
"402";"";"370";"0";"1";"";"";"Анестезия инъекционная Septenest 1:";"";"0"
"422";"";"1120";"0";"1";"";"";"Эндоотбеливание одного зуба";"";"0"
"423";"";"5350";"0";"1";"";"";"Домашнее отбеливание зубов Opale";"";"0"
"890";"";"3650";"0";"1";"";"";"Полная реставрация (моляры)";"";"0"
"891";"";"3240";"0";"1";"";"";"";"";"0"
"892";"";"2950";"0";"1";"";"";"";"";"0"
"893";"";"2400";"0";"1";"";"";"";"";"0"
"896";"";"2400";"0";"1";"";"";"";"";"0"
"897";"";"2250";"0";"1";"";"";"";"";"0"
"898";"";"2120";"0";"1";"";"";"";"";"0"
"899";"";"2120";"0";"1";"";"";"";"";"0"
"900";"";"2120";"0";"1";"";"";"";"";"0"
"901";"";"1960";"0";"1";"";"";"";"";"0"
"902";"";"1960";"0";"1";"";"";"";"";"0"
"903";"";"1960";"0";"1";"";"";"";"";"0"
"904";"";"1840";"0";"1";"";"";"";"";"0"
"905";"";"1840";"0";"1";"";"";"";"";"0"
